,Ulasan,Label,clean_teks
899,Bagi yg belinya mau cepat jgn di toko ini deh masa aku minta kirim k surabaya sampenya 4 hari padahal aku kirm dr jakarta alamat yg sama lebih vepat nyampeknya,0,beli cepat jgn toko deh kirim k surabaya sampenya kirm dr jakarta alamat vepat nyampeknya
900,"Barangx sesuai deskripsi, diterima dlm kondisi ok, cuma sayangx baru dipakai sehari sdh robek, kualitas sesuai harga.",0,baran sesuai deskripsi terima dlm kondisi ok sayan pakai hari robek kualitas sesuai harga
901,"tdk sesuai ekspektasi, engirimannya lama...",0,tdk sesuai ekspektasi engirimannya
902,barang sudah diterima dengan baik mudah-mudahan berkah dan bermanfaat,0,barang terima mudah berkah manfaat
903,barangnya susah sampaaaaaai.......,0,barang susah sampaaaaaai
904,"alhamdullilah,pesan tanggal 16,nyampe tanggal 21...lama ya",0,alhamdullilahpesan tanggal nyampe tanggal ya
905,bos ente bilang donic....itu kaga ada tulisan donic di karet atau d bungkus nya,0,bos ente bilang donicitu kaga tulis donic karet d bungkus nya
906,Pengiriman cepat barang yang dibeli sesuai dengan unuran.....penjual meresponse dengan baik...tapi ada produk tidak bisa ditukar karena kekecilan,0,kirim cepat barang beli sesuai unuranpenjual meresponse baiktapi produk tukar kecil
907,ukuran 10oz tp kecil bngt. pas d pakai bau nya bikib ga nyaman. nempel ke tangan. kecewa.,0,ukur oz tp bngt pas d pakai bau nya bikib ga nyaman nempel tangan kecewa
908,Kondisi barang tidak terlalu persis seperti digambar dan jahitannya kurang rapi takutnya dipakai sekali bisa sobek.,0,kondisi barang persis gambar jahit rapi takut pakai sobek
909,barang sesuai tpi proses lambat,0,barang sesuai proses lambat
910,Less responsibility when complaint,0,less responsibility when complaint
911,"Respon penjual lama sekali , produk sesuai gambar dan kualitas cukup sesuai harga",0,respon jual produk sesuai gambar kualitas sesuai harga
912,Kualitas barang kurang bagus,0,kualitas barang bagus
913,cuma sekali pakai dah rusak,0,pakai dah rusak
914,barang ternyata jelek penyok gx memuaskan...,0,barang jelek penyok muas
915,"Steamer kualitas jelek, baru baru timer udah rusak. Ga ada merek",0,steamer kualitas jelek timer udah rusak ga merek
916,parah....biar allah yg bales........,0,parahbiar allah bales
917,Pengirimannnnn sangat lambatttttttttt,0,pengirimannnnn lambatttttttttt
918,Penjual tidak mengirim kelengkapan produk sesuai yg tertera di kemasan,0,jual kirim lengkap produk sesuai tera kemas
919,Brg yg mau dilindungi dikirim tanpa ini,0,barang lindung kirim
920,gak bisa ditutup.. ukuran gak pas..,0,gak tutup ukur gak pas
921,"Penjual krg peduli dan brg jelek. Brg yg dikirim peyot dan pegangannya pecah. Pembeli diminta transfer ongkir untuk ganti produk, yg diganti jg peyot dan pegangan pecah. JANGAN PERNAH BELI DI TOKO INI LAGI GUYS!",0,jual krg peduli barang jelek barang kirim peyot pegang pecah beli transfer ongkir ganti produk ganti jg peyot pegang pecah beli toko guys
922,"pelayanan kurang sigap, berhari2 dr nanya baik smpe kesel br dikasi resi itupun ga valid krn diganti pengiriman dan br diinfokan stlh brg dikirim,untung aja sampai,walaupun jelas bgt pake huruf besar minta warna kuning/hijau stabilo dikirim merah, ga memuaskan lah pokoknya pdhl udh beli mahal.",0,layan sigap hari dr nanya smpe kesel br kasi resi itu ga valid krn ganti kirim br info stlh barang dikirimuntung aja sampaiwalaupun bgt pake huruf warna kuning hijau stabilo kirim merah ga muas pokok pdhl udh beli mahal
923,"barang yg dikirim tsk sesuai wrn, kl memang dr awal wrn tdk ready pasti saya gak akan order...
2 unit part kurang sampai skrg blm nyampe juga katanya sdh dikirim, di hubungi lewat wa respon tdk baik tdk dibalas pesan yg terakhir... hp tertera saya tell katanya bukan yg layanin lewat toped, saya minta no hp lain di sms lama sampai 2x telp &amp; telp yg kedua gak sopan sekali saya blm selesai ngomong sdh dimatiin telpnya, parahhh...",0,barang kirim tsk sesuai wrn kl dr wrn ready gak order unit part skrg blm nyampe kirim hubung wa respon balas pesan hp tera tell layanin toped no hp sms x telp amp telp gak sopan blm selesai ngomong dimatiin telpnya parahhh
924,"Pihak penjual memberikan respon yang buruk kepada pembeli. Pihak penjual tidak melakukan pemeriksaan barang yang diorder dengan barang yang dikirim. Namun setelah dikomplain tidak segera melakukan pemeriksaan namun malahan meminta pembeli menerima barang yang ada. Setelah dikomplain keras, baru mengakui kesalahan dan berjanji akan mengembalikan selisih harga barang yang diorder dengan barang yang dikirimkan. Namun sudah hampir 1 minggu dana tetap tidak dikembalikan.
Mohon pihak penjual segera melakukan kewajibannya. Terimakasih.",0,jual respon buruk beli jual periksa barang order barang kirim komplain periksa beli terima barang komplain keras aku salah janji kembali selisih harga barang order barang kirim minggu dana kembali mohon jual wajib terimakasih
925,Barang sesuai pesanan dan cepat sampai,1,barang sesuai pesan cepat
926,Barang bagus harga murah,1,barang bagus harga murah
927,Paket rapi...mantap....cepat....sampe ke tujuan,1,paket rapimantapcepatsampe tuju
928,ya saya puas dgn barangnya,1,ya puas barang
929,Responya luar biasa b mantap,1,responya b mantap
930,"seller top, pengiriman cepat barang oke",1,seller top kirim cepat barang oke
931,pengiriman cepat seller top,1,kirim cepat seller top
932,Produk sesuai dengan spec di web dan respon seller sangat cepat. Thankyou.,1,produk sesuai spec web respon seller cepat thankyou
933,"Respon super cepat, pengiriman cepat, Barang bagus sesuai deskripsi penjual..thx gan",1,respon super cepat kirim cepat barang bagus sesuai deskripsi penjualthx gan
934,"Barang mantap, pelayanan cepat",1,barang mantap layan cepat
935,"Sippp,sesuai pic,dscrbs..cuma blum dicoba😁",1,sipppsesuai picdscrbscuma coba
936,Barang sesuai deskripsi..respon dan proses cepat. Terima kasih,1,barang sesuai deskripsirespon proses cepat terima kasih
937,Mantaaaaaaaappp..........,1,bagus
938,superrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,1,superrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
939,josss pokok e bisa buat langganan,1,josss pokok e langgan
940,"berfungsi dengan baik, normal",1,fungsi normal
941,"Cara Memberikan Nilai Reputasi ke Penjual

Untuk dapat memberikan nilai reputasi ke penjual, Anda dapat melakukan langkah-langkah berikut ini:",1,nilai reputasi jual nilai reputasi jual langkah
942,Barang sesuai dengan deskripsi. Pengiriman cepat gak pake lama. Barang bagus. Mantap dahh pokoknya. Thanks gan,1,barang sesuai deskripsi kirim cepat gak pake barang bagus mantap dahh pokok terima kasih gan
943,Sesuai dengan deskripsi,1,sesuai deskripsi
944,"bagus,  packing aman pake bublewrap.  ndak ada yang patah",1,bagus packing aman pake bublewrap ndak patah
945,Barang sesuai deskripsi,1,barang sesuai deskripsi
946,cukuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuupp,1,cukuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuupp
947,barang sudah sampai sesuai pesanan .,1,barang sesuai pesan
948,Barang bagus sesuai info fast response,1,barang bagus sesuai info cepat response
949,"barang ok....
pengriman cepet....",1,barang ok rim cepet
950,barang sudah sy terima gan thanks,1,barang sy terima gan thanks
951,paket telah diterima baik.. Terima kasih,1,paket terima terima kasih
952,"Barang bagus, ga kecewa, tapi kurang banyak, nanti order lagi dah",1,barang bagus ga kecewa order dah
953,"barang sudah di terima, terima kasih ....",1,barang terima terima kasih
954,Barang sudah diterima .........,1,barang terima
955,sip. udah sampe beberapa menit yg lalu. oke sesuai pesanan dan gambar. trimakasih kerjasamanya.,1,sip udah sampe menit oke sesuai pesan gambar trimakasih kerjasamanya
956,sesuai deskripsi barangnya,1,sesuai deskripsi barang
957,Produk sesuai pesanan tp blm dcoba,1,produk sesuai pesan tp blm dcoba
958,Proses cepat dan mantap,1,proses cepat mantap
959,sesuai deskripsi barangnya,1,sesuai deskripsi barang
960,Bagus sesuai dgn deskripsi thnks.,1,bagus sesuai deskripsi thnks
961,Produk sesuai gambar dan deskripsi. Produknya bagus dan harganya jg bagus. Recommended produk,1,produk sesuai gambar deskripsi produk bagus harga jg bagus rekomen produk
962,seller is good. produknya mantap. 5 stars ya,1,seller is bagus produk mantap stars ya
963,"Produk bagus, sesuai deskripsi, packing rapi, pengiriman cepat, hanya kurirnya yg agak telat.. thanks..",1,produk bagus sesuai deskripsi packing rapi kirim cepat kurir telat thanks
964,"Mahmurah mantap... Barang sdh sampe,, thanks sukses selalu",1,mahmurah mantap barang sampe terima kasih sukses
965,Produk diterima utuh tersegel.. semoga awet,1,produk terima utuh segel moga awet
966,"Sesuai order, pengiriman cepat, respon cepat",1,sesuai order kirim cepat respon cepat
967,Respon dan proses dr penjual cepat. Barang sdh diterima stlh 2 hari. Kualitas barang bagus. Recommended seller. Thanks,1,respon proses dr jual cepat barang terima stlh kualitas barang bagus rekomen seller thanks
968,Mantap. Sesuai deskripsi. Trimakasih semoga barokah jualannya.,1,mantap sesuai deskripsi trimakasih moga barokah jual
969,"Makasih gan, barang sesuai",1,makasih gan barang sesuai
970,Pengiriman cepat. Fast respon. Barang sesuai. Trims,1,kirim cepat cepat respon barang sesuai terima kasih
971,"Produknya bagus, berkualitas, dan berfungsi dg baik",1,produk bagus kualitas fungsi dg
972,brg diterima dg baik&amp; lengkap,1,barang terima dg baikamp lengkap
973,Great Product &amp; Great Seller,1,great product amp great seller
974,"Steplesnya sedikit lebih kecil dari staples khusu mollar, saat ditembakan keluar 2 dan jadi menumpuk yang keluar. Rekomennya sih mending cari isi yang khusus mollar jk staplesnya merk mollar",1,steplesnya staples khusu mollar tembak tumpuk rekomennya sih mending cari isi khusus mollar jk staples merk mollar
975,Sesuai dengan pesanan..............,1,sesuai pesan
976,Produk berfungsi dgn baik,1,produk fungsi
977,"produk sesuai dengan deskripsi, tapi belum dicoba",1,produk sesuai deskripsi coba
978,Barang sesuai diskripsi dan layanan cepat,1,barang sesuai skripsi layan cepat
979,"Sudah diterima, terima kasih",1,terima terima kasih
980,Sudah diterima dengan baik dan bisa di pakai.,1,terima pakai
981,Packing rapi dan respon cepat... recommended..!,1,packing rapi respon cepat rekomen
982,Barang sudah diterima dg baik. Thx,1,barang terima dg thx
983,Terima kasih..........,1,terima kasih
984,"Pengiriman sangat cepat, Barang sesuai iklan, berfungsi baik, 👍👍👍",1,kirim cepat barang sesuai iklan fungsi
985,kwalitas bagus. sesuai dengan yang ditawarkan. respons cepat,1,kwalitas bagus sesuai tawar respons cepat
986,Sesuai yg diharapkan. Terimakasih.,1,sesuai harap terimakasih
987,"Barangnya bagus, pelayanan toko ini semuanya sangat memuaskan...recomend.",1,barang bagus layan toko muas rekomen
988,suuuuuuuuuuuuuuuuuuuuuudaaaaaaaah Diiiiteeeerimaaaaa,1,suuuuuuuuuuuuuuuuuuuuuudaaaaaaaah diiiiteeeerimaaaaa
989,"Produk sesuai deskripsi, packing rapi.. rekomended..!",1,produk sesuai deskripsi packing rapi rekomended
990,bukan merk kenmaster ternyata,1,merk kenmaster
991,Terimakasih barang sudah sampai,1,terimakasih barang
992,"Bagus..
Pengiriman cukup cepat",1,bagus kirim cepat
993,Siiiiiiiippppppppp...,1,siiiiiiiippppppppp
994,Barang udh sampe...mksh....,1,barang udh sampemksh
995,Terimakasih barangnya udah sampai.,1,terimakasih barang udah
996,Fast respon dan terbaiks,1,cepat respon terbaiks
997,makasih barang sudah sampai,1,makasih barang
998,Bagus.......top pengiriman cepat,1,bagustop kirim cepat
999,thanksss........................,1,thanksss
1000,Merk beda tapi gpp yg penting ukrn sama,1,merk beda gpp ukrn
1001,Lihat bintangnya aja dahhhhh,1,lihat bintang aja dahhhhh
1002,"bagus ,....................    ........",1,bagus
1003,"Barang sudah diterima. Ukuran sesuai deskripsi. Hanya mereknya beda dengan yang dikirim, tetapi tidak masalah yang penting berfungsi dengan baik.",1,barang terima ukur sesuai deskripsi merek beda kirim fungsi
1004,Barang sudah sampai....tks..,1,barang sampaitks
1005,"Bagus,,,,,, terimakasih .......",1,bagus terimakasih
1006,"barang sudah samapai gan, dan bagus",1,barang samapai gan bagus
1007,"mantafff, sangat-sangat sesuai,,,",1,mantafff sangat sesuai
1008,Barang sudah diterima dengan baik...,1,barang terima
1009,"Pengiriman cepat, Kemasan bagus",1,kirim cepat kemas bagus
1010,SESUAI PERMINTAAN.. FAST RESPON,1,sesuai minta cepat respon
1011,Matab...good...sesuai permintaan...,1,matab bagus sesuai minta
1012,barang lumayan kuat.... good,1,barang lumayan kuat bagus
1013,sudah sampai murah meriah,1,murah riah
1014,"sudah di terima bos
packing bagus, aman",1,terima bos packing bagus aman
1015,"makasih, barang sesuai gambar",1,makasih barang sesuai gambar
1016,langsung dipakai. mantap. thanks. maaf baru kasi testi,1,langsung pakai mantap terima kasih maaf kasi testi
1017,"Harganya murah tp isinya lumayan banyak n kuat. Pesan kmrn hr ini nyampe. thanks Toko besi timur jaya, Tokopedia n wahana",1,harga murah tp isi lumayan n kuat pesan kmrn hr nyampe terima kasih toko besi timur jaya tokopedia n wahana
1018,ok.....................................,1,ok
1019,terimakasih barang sdh diterima,1,terimakasih barang terima
1020,Unit nya sudah sampai....thanks,1,unit nya sampaithanks
1021,ga nyampe sejam dr mulai transaksi...udah nyampe rumah...mksh,1,ga nyampe jam dr transaksiudah nyampe rumahmksh
1022,"good.......cepat, packing aman.....",1,bagus cepat packing aman
1023,Barang sangat bagus sesuai diskripsi,1,barang bagus sesuai skripsi
1024,mantap sampai dengan aman gan.............................,1,mantap aman gan
1025,barang udah nyampe om makasihhhhh,1,barang udah nyampe om makasihhhhh
1026,recomended....................................,1,rekomen ed
1027,"barang sesuai, pengiriman cepat, ok",1,barang sesuai kirim cepat ok
1028,mantab... fast respone.. tx u..,1,mantab cepat respone tx u
1029,"Barang bagus, packing cukup, kurir ramah",1,barang bagus packing kurir ramah
1030,Mantapppp banget ......,1,mantapppp banget
1031,produk sesuai dan bagus. thanks,1,produk sesuai bagus thanks
1032,Terima kasih semoga bermanfaat..,1,terima kasih moga manfaat
1033,Barang sesuai gambar dan diterima dalam kondisi baik,1,barang sesuai gambar terima kondisi
1034,"Trmksih banyak juragan....
Atas kerjasamanya.....",1,trmksih juragan kerjasamanya
1035,Keren produk nya mantaps,1,keren produk nya mantaps
1036,Barangnya sesuai syn digambar,1,barang sesuai syn gambar
1037,"barang bagus...packing rapi,pokoknya top bgt",1,barang baguspacking rapipokoknya top bgt
1038,ok..................     . ..     .         ..,1,ok
1039,Sesuai dengan apa yg sudah dijelaskan pada detail produk,1,sesuai detail produk
1040,"Barang cepat sampai, tapi belum dicoba, besoklah kucoba dulu ya. baru testi lagi. thx",1,barang cepat coba besok coba ya testi thx
1041,"Barang bagus,pengiriman cepat,recomended",1,barang baguspengiriman cepat rekomen ed
1042,barang dah nyampek. trimakasih,1,barang dah nyampek trimakasih
1043,barang sudah diterima dengan baik dan sesuai,1,barang terima sesuai
1044,"cepet respon'a
pesen pagi, siang udh sampe",1,cepet respon a sen pagi siang udh sampe
1045,"mantab...cepat sekali pengiriman
pesan pagi...siang udah dteng
barangnya jg bagus....thx",1,mantabcepat kirim pesan pagisiang udah dteng barang jg bagusthx
1046,Trimsssssss...................,1,terima kasih ssssss
1047,barang Bagus pengiriman cepat ..........,1,barang bagus kirim cepat
1048,sudah terima dan respon cepat.....................................,1,terima respon cepat
1049,terimakasih gan barang cepat sampai dan sesuai dengan yang di orde,1,terimakasih gan barang cepat sesuai orde
1050,pelayanan memuaskan gan.....................................,1,layan muas gan
1051,barang sudah sampai tujuan dengan cepat gan mkash,1,barang tuju cepat gan mkash
1052,Recsell👍👍👍👍,1,recsell
1053,Keren bagus sangat berguna sekali,1,keren bagus guna
1054,"Barang sesuai gambar, packing rapihlah,
Pengiriman standar dan harga terjangkau..

Terima kasih",1,barang sesuai gambar packing rapihlah kirim standar harga jangkau terima kasih
1055,"Belum dicoba, klo ok nanti bintang nya saya tambah",1,coba klo ok bintang nya
1056,Recomended seller semoga awet,1,rekomen ed seller moga awet
1057,"Barang bagus, berfungsi dgn baik....",1,barang bagus fungsi
